Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
March 31 2017,Nassau,NY,Passenger,0,1,1,40,41,2.44
November 30 2022,Centre,PA,Passenger,1,0,1,10,11,9.09
March 31 2025,El Paso,CO,Truck,1,0,1,125,126,0.79
November 30 2021,Cumberland,NC,Passenger,0,2,2,427,429,0.47
January 31 2025,DuPage,IL,Passenger,6,0,6,33,39,15.38
December 31 2020,Spokane,WA,Truck,0,0,0,100578,100578,0.00
November 30 2023,Schuylkill,PA,Passenger,1,0,1,2,3,33.33
October 31 2019,Pierce,WA,Truck,0,0,0,140550,140550,0.00
December 31 2021,Sarpy,NE,Passenger,1,0,1,75,76,1.32
June 30 2021,Clallam,WA,Truck,1,0,1,22000,22001,0.00
May 31 2025,Leavenworth,KS,Passenger,3,2,5,70,75,6.67
September 30 2025,Manassas,VA,Passenger,1,0,1,5,6,16.67
March 31 2021,Kitsap,WA,Truck,0,0,0,54282,54282,0.00
November 30 2024,Dallas,TX,Truck,1,0,1,17,18,5.56
February 28 2017,Kittitas,WA,Passenger,15,15,30,27049,27079,0.11
December 31 2020,Maricopa,AZ,Passenger,9,10,19,1634,1653,1.15
May 31 2019,Nueces,TX,Passenger,1,1,2,98,100,2.00
September 30 2020,Shelby,OH,Passenger,0,1,1,2,3,33.33
August 31 2018,Clackamas,OR,Passenger,0,1,1,238,239,0.42
March 31 2023,Goochland,VA,Passenger,3,2,5,136,141,3.55
January 31 2023,Sarasota,FL,Passenger,1,0,1,39,40,2.50
October 31 2023,Hillsborough,FL,Passenger,3,1,4,140,144,2.78
March 31 2025,Bexar,TX,Passenger,7,3,10,343,353,2.83
April 30 2022,Randolph,NC,Passenger,1,0,1,5,6,16.67
June 30 2020,Hawaii,HI,Passenger,1,0,1,68,69,1.45
March 31 2020,Thurston,WA,Truck,0,0,0,55600,55600,0.00
February 28 2021,Fairfax,VA,Passenger,6,3,9,740,749,1.20
June 30 2025,Prince William,VA,Passenger,2,4,6,127,133,4.51
August 31 2020,Grays Harbor,WA,Truck,0,0,0,21009,21009,0.00
December 31 2022,Sumter,SC,Passenger,0,1,1,28,29,3.45
December 31 2021,Jefferson,WA,Truck,0,0,0,9588,9588,0.00
February 28 2019,Maui,HI,Passenger,2,0,2,52,54,3.70
July 31 2019,Allegheny,PA,Passenger,2,0,2,85,87,2.30
November 30 2017,Dakota,MN,Passenger,0,2,2,42,44,4.55
September 30 2020,Howard,IN,Passenger,0,1,1,4,5,20.00
December 31 2024,Essex,MA,Passenger,1,0,1,13,14,7.14
May 31 2022,Portsmouth,VA,Passenger,0,1,1,78,79,1.27
August 31 2020,Riverside,CA,Passenger,5,0,5,674,679,0.74
November 30 2017,DeKalb,IN,Passenger,1,0,1,1,2,50.00
November 30 2020,Clark,WA,Truck,0,0,0,83148,83148,0.00
January 31 2025,Horry,SC,Passenger,1,0,1,11,12,8.33
January 31 2021,Cowlitz,WA,Passenger,188,129,317,72113,72430,0.44
October 31 2023,,,Passenger,10,2,12,337,349,3.44
February 28 2021,Shelby,OH,Passenger,0,1,1,3,4,25.00
December 31 2019,Solano,CA,Passenger,1,0,1,217,218,0.46
October 31 2018,Franklin,WA,Truck,0,0,0,18943,18943,0.00
March 31 2020,Sacramento,CA,Passenger,1,1,2,297,299,0.67
June 30 2023,New York,NY,Passenger,4,0,4,43,47,8.51
July 31 2024,Arlington,VA,Passenger,5,0,5,120,125,4.00
November 30 2023,Newport,RI,Truck,1,0,1,9,10,10.00
December 31 2017,District of Columbia,DC,Passenger,0,3,3,192,195,1.54
December 31 2019,Brevard,FL,Passenger,0,1,1,101,102,0.98
September 30 2020,Montgomery,OH,Passenger,0,1,1,50,51,1.96
March 31 2020,Kitsap,WA,Passenger,1296,675,1971,181512,183483,1.07
September 30 2017,Hawaii,HI,Passenger,1,0,1,85,86,1.16
January 31 2023,Fairfax,VA,Passenger,11,3,14,682,696,2.01
July 31 2023,Autauga,AL,Passenger,2,1,3,19,22,13.64
October 31 2025,Doña Ana,NM,Passenger,0,1,1,10,11,9.09
September 30 2019,Franklin,WA,Truck,0,0,0,19527,19527,0.00
August 31 2021,Norfolk,VA,Passenger,2,3,5,307,312,1.60
May 31 2024,Madison,IL,Passenger,2,0,2,15,17,11.76
February 28 2022,Camden,NJ,Passenger,0,1,1,13,14,7.14
March 31 2024,Harris,TX,Passenger,3,2,5,177,182,2.75
April 30 2017,Okaloosa,FL,Passenger,1,0,1,193,194,0.52
October 31 2023,Allegheny,PA,Passenger,2,0,2,69,71,2.82
June 30 2020,Island,WA,Passenger,420,269,689,62584,63273,1.09
July 31 2024,Alameda,CA,Passenger,11,3,14,200,214,6.54
June 30 2021,Platte,MO,Passenger,1,0,1,16,17,5.88
April 30 2022,Chatham,NC,Passenger,1,0,1,7,8,12.50
April 30 2022,Washington,MD,Passenger,2,0,2,15,17,11.76
October 31 2024,Bell,TX,Passenger,3,2,5,247,252,1.98
July 31 2019,Klamath,OR,Passenger,1,0,1,45,46,2.17
August 31 2019,Ramsey,MN,Passenger,1,0,1,48,49,2.04
November 30 2022,Brown,WI,Passenger,1,0,1,10,11,9.09
November 30 2019,Whitman,WA,Truck,0,0,0,8576,8576,0.00
January 31 2021,Jefferson,WA,Truck,0,0,0,9589,9589,0.00
May 31 2019,Camden,NJ,Passenger,0,1,1,20,21,4.76
February 28 2025,Hamilton,IN,Passenger,2,0,2,20,22,9.09
November 30 2022,Hays,TX,Passenger,1,0,1,11,12,8.33
September 30 2021,Sevier,AR,Passenger,0,1,1,1,2,50.00
July 31 2022,Benton,WA,Passenger,777,463,1240,134949,136189,0.91
August 31 2025,Weld,CO,Passenger,3,0,3,11,14,21.43
May 31 2018,Howard,MD,Passenger,0,1,1,91,92,1.09
December 31 2023,Prince George's,MD,Truck,1,0,1,25,26,3.85
December 31 2024,Arlington,VA,Passenger,4,0,4,117,121,3.31
October 31 2021,Sonoma,CA,Passenger,0,1,1,107,108,0.93
February 28 2021,Sarasota,FL,Passenger,2,0,2,42,44,4.55
February 28 2017,Los Angeles,CA,Passenger,2,1,3,1420,1423,0.21
August 31 2024,Walla Walla,WA,Truck,16,0,16,13638,13654,0.12
March 31 2024,Pierce,WA,Passenger,10222,3345,13567,520272,533839,2.54
January 31 2019,Carroll,NH,Passenger,0,1,1,1,2,50.00
May 31 2021,Randolph,NC,Passenger,1,0,1,8,9,11.11
August 31 2017,Anne Arundel,MD,Passenger,0,1,1,497,498,0.20
September 30 2019,Monroe,IL,Passenger,1,0,1,4,5,20.00
August 31 2024,Polk,OR,Passenger,1,1,2,18,20,10.00
October 31 2023,Frederick,MD,Passenger,2,1,3,62,65,4.62
November 30 2024,Virginia Beach,VA,Passenger,5,2,7,448,455,1.54
November 30 2018,Duval,FL,Passenger,1,2,3,390,393,0.76
March 31 2024,Walla Walla,WA,Truck,11,0,11,13602,13613,0.08
October 31 2024,Prince George's,MD,Passenger,2,2,4,123,127,3.15
November 30 2022,Cowlitz,WA,Passenger,389,187,576,70062,70638,0.82
January 31 2024,Richmond,NY,Passenger,1,0,1,5,6,16.67
August 31 2024,Adams,WA,Truck,4,0,4,5394,5398,0.07
January 31 2025,Allen,IN,Passenger,1,1,2,10,12,16.67
April 30 2024,Bristol,MA,Passenger,1,0,1,7,8,12.50
June 30 2019,Nassau,NY,Passenger,4,0,4,42,46,8.70
September 30 2024,Goochland,VA,Passenger,2,0,2,59,61,3.28
April 30 2017,Grays Harbor,WA,Truck,0,0,0,19839,19839,0.00
April 30 2023,Pend Oreille,WA,Truck,0,0,0,5615,5615,0.00
January 31 2025,Polk,OR,Passenger,1,1,2,20,22,9.09
December 31 2020,Wilson,TX,Passenger,0,1,1,6,7,14.29
April 30 2023,Galveston,TX,Passenger,1,1,2,22,24,8.33
July 31 2022,Island,WA,Truck,6,0,6,21165,21171,0.03
March 31 2025,Prince George,VA,Passenger,1,0,1,56,57,1.75
July 31 2025,DuPage,IL,Passenger,3,0,3,31,34,8.82
January 31 2023,Moore,NC,Passenger,0,1,1,138,139,0.72
October 31 2021,Skamania,WA,Passenger,58,39,97,8317,8414,1.15
August 31 2020,Chesapeake,VA,Passenger,0,1,1,437,438,0.23
April 30 2023,Wake,NC,Passenger,5,1,6,119,125,4.80
February 29 2024,Spokane,WA,Truck,76,0,76,101142,101218,0.08
October 31 2018,Monroe,IL,Passenger,1,0,1,3,4,25.00
August 31 2021,Benton,WA,Passenger,565,412,977,135952,136929,0.71
October 31 2022,Wake,NC,Passenger,2,1,3,120,123,2.44
January 31 2020,Pinellas,FL,Passenger,1,1,2,127,129,1.55
October 31 2019,Fulton,GA,Passenger,0,3,3,107,110,2.73
December 31 2018,Whitman,WA,Truck,0,0,0,8546,8546,0.00
October 31 2023,San Joaquin,CA,Passenger,0,1,1,103,104,0.96
June 30 2024,Yuba,CA,Truck,1,0,1,10,11,9.09
January 31 2020,Harris,TX,Passenger,1,0,1,303,304,0.33
November 30 2023,Pulaski,AR,Passenger,1,0,1,34,35,2.86
April 30 2019,Howard,MD,Passenger,0,1,1,84,85,1.18
November 30 2022,Hartford,CT,Passenger,1,0,1,39,40,2.50
March 31 2020,Wise,TX,Passenger,1,0,1,9,10,10.00
November 30 2018,Larimer,CO,Passenger,1,0,1,69,70,1.43
November 30 2018,District of Columbia,DC,Passenger,1,3,4,177,181,2.21
June 30 2023,Monterey,CA,Passenger,1,4,5,135,140,3.57
October 31 2019,Mason,WA,Truck,0,0,0,20454,20454,0.00
September 30 2023,Cowlitz,WA,Passenger,541,231,772,69697,70469,1.10
August 31 2021,Tom Green,TX,Passenger,0,1,1,21,22,4.55
September 30 2024,Hamilton,OH,Passenger,3,0,3,42,45,6.67
July 31 2022,Cascade,MT,Passenger,0,1,1,48,49,2.04
February 28 2025,Sauk,WI,Passenger,0,1,1,0,1,100.00
April 30 2020,Williams,ND,Passenger,0,1,1,12,13,7.69
October 31 2021,Charles,MD,Passenger,1,1,2,81,83,2.41
May 31 2017,Okanogan,WA,Truck,0,0,0,16205,16205,0.00
May 31 2025,Clallam,WA,Passenger,996,441,1437,48533,49970,2.88
March 31 2024,Hamilton,OH,Passenger,3,0,3,41,44,6.82
March 31 2024,Jefferson,WA,Truck,20,0,20,9199,9219,0.22
November 30 2019,Palm Beach,FL,Passenger,0,2,2,87,89,2.25
June 30 2022,Beaufort,SC,Passenger,1,0,1,41,42,2.38
February 28 2021,Thurston,WA,Truck,0,0,0,56316,56316,0.00
November 30 2022,Washington,OR,Passenger,2,0,2,359,361,0.55
February 29 2024,Sonoma,CA,Passenger,3,2,5,83,88,5.68
February 28 2022,Allen,IN,Passenger,1,0,1,20,21,4.76
December 31 2024,Yolo,CA,Passenger,2,0,2,32,34,5.88
August 31 2019,Montgomery,TX,Passenger,1,0,1,69,70,1.43
December 31 2019,Fairbanks North Star,AK,Passenger,0,1,1,97,98,1.02
September 30 2024,Centre,PA,Passenger,1,0,1,9,10,10.00
July 31 2025,Marin,CA,Truck,1,0,1,7,8,12.50
January 31 2023,Kitsap,WA,Passenger,2827,1161,3988,175813,179801,2.22
June 30 2019,Stevens,WA,Truck,0,0,0,18639,18639,0.00
July 31 2021,Riverside,CA,Passenger,7,0,7,629,636,1.10
April 30 2020,Charles,MD,Passenger,0,1,1,82,83,1.20
November 30 2021,Montgomery,MD,Passenger,2,4,6,235,241,2.49
June 30 2024,McLennan,TX,Passenger,1,0,1,10,11,9.09
December 31 2021,Wake,NC,Passenger,1,1,2,150,152,1.32
January 31 2023,Prince George's,MD,Truck,1,0,1,27,28,3.57
July 31 2019,Franklin,WA,Passenger,52,70,122,60101,60223,0.20
October 31 2021,Salt Lake,UT,Passenger,1,1,2,214,216,0.93
October 31 2017,Okanogan,WA,Truck,0,0,0,16238,16238,0.00
August 31 2023,St. Louis,MO,Passenger,1,0,1,71,72,1.39
March 31 2018,Caddo,LA,Passenger,0,1,1,24,25,4.00
December 31 2023,Fairfax,VA,Passenger,18,7,25,637,662,3.78
September 30 2025,Clallam,WA,Truck,58,0,58,20729,20787,0.28
August 31 2019,Barnstable,MA,Passenger,1,0,1,28,29,3.45
December 31 2019,Montgomery,PA,Passenger,2,0,2,37,39,5.13
May 31 2020,Clark,WA,Truck,0,0,0,81829,81829,0.00
April 30 2025,Bannock,ID,Passenger,1,0,1,6,7,14.29
March 31 2023,Skamania,WA,Truck,1,0,1,3854,3855,0.03
August 31 2021,Monterey,CA,Passenger,1,2,3,164,167,1.80
October 31 2019,Shelby,TN,Passenger,0,1,1,107,108,0.93
December 31 2021,Harris,TX,Passenger,1,1,2,242,244,0.82
September 30 2023,Penobscot,ME,Passenger,0,1,1,7,8,12.50
February 28 2019,Cochise,AZ,Passenger,0,1,1,122,123,0.81
September 30 2022,Fredericksburg,VA,Passenger,1,0,1,5,6,16.67
August 31 2021,Virginia Beach,VA,Passenger,1,0,1,642,643,0.16
July 31 2021,Suffolk,VA,Passenger,1,0,1,131,132,0.76
December 31 2024,Burlington,NJ,Passenger,0,2,2,72,74,2.70
December 31 2017,Travis,TX,Passenger,1,0,1,210,211,0.47
July 31 2022,Providence,RI,Passenger,1,0,1,22,23,4.35
August 31 2019,Asotin,WA,Truck,0,0,0,6678,6678,0.00
November 30 2021,Harford,MD,Passenger,1,1,2,62,64,3.12
April 30 2017,Franklin,WA,Truck,0,0,0,17990,17990,0.00
July 31 2022,Dakota,MN,Passenger,0,1,1,20,21,4.76
June 30 2022,Arapahoe,CO,Passenger,0,1,1,108,109,0.92
March 31 2021,Sevier,AR,Passenger,0,1,1,1,2,50.00
June 30 2023,Cowlitz,WA,Truck,9,0,9,28188,28197,0.03
August 31 2018,Maricopa,AZ,Passenger,1,3,4,1751,1755,0.23
February 28 2018,Portsmouth,VA,Passenger,0,1,1,74,75,1.33
January 31 2025,DeKalb,GA,Truck,1,0,1,1,2,50.00
April 30 2025,Mecklenburg,NC,Passenger,1,0,1,51,52,1.92
December 31 2018,Franklin,MA,Passenger,0,1,1,2,3,33.33
January 31 2024,Mecklenburg,NC,Passenger,2,0,2,63,65,3.08
October 31 2025,Forsyth,GA,Passenger,1,0,1,7,8,12.50
April 30 2021,Palm Beach,FL,Passenger,1,1,2,81,83,2.41
July 31 2018,Washoe,NV,Passenger,1,0,1,125,126,0.79
April 30 2020,King,WA,Truck,5,1,6,181354,181360,0.00
January 31 2017,Walla Walla,WA,Passenger,16,21,37,34844,34881,0.11
November 30 2021,Chatham,NC,Passenger,1,0,1,7,8,12.50
December 31 2018,Palm Beach,FL,Passenger,0,2,2,97,99,2.02
August 31 2017,Clark,WA,Truck,0,0,0,77851,77851,0.00
January 31 2025,Comanche,OK,Passenger,1,0,1,92,93,1.08
December 31 2020,Plaquemines,LA,Passenger,0,1,1,16,17,5.88
January 31 2022,Hudson,NJ,Passenger,2,0,2,49,51,3.92
January 31 2018,Palm Beach,FL,Passenger,0,2,2,91,93,2.15
June 30 2018,Prince William,VA,Passenger,0,5,5,257,262,1.91
June 30 2020,Orange,NC,Passenger,1,0,1,13,14,7.14
April 30 2023,Dorchester,SC,Passenger,1,0,1,63,64,1.56
March 31 2021,Lane,OR,Passenger,0,1,1,159,160,0.62
April 30 2018,Dakota,MN,Passenger,0,2,2,41,43,4.65
July 31 2017,Prince William,VA,Passenger,0,4,4,264,268,1.49
October 31 2023,Ferry,WA,Truck,0,0,0,3533,3533,0.00
September 30 2018,Deschutes,OR,Passenger,2,0,2,182,184,1.09
July 31 2018,Clark,WA,Truck,0,0,0,79194,79194,0.00
August 31 2020,Monroe,IL,Passenger,1,0,1,3,4,25.00
March 31 2019,Asotin,WA,Truck,0,0,0,6624,6624,0.00
October 31 2022,Penobscot,ME,Passenger,0,2,2,10,12,16.67
October 31 2022,Chelan,WA,Truck,8,0,8,23047,23055,0.03
August 31 2019,St. Mary's,MD,Passenger,1,0,1,228,229,0.44
September 30 2021,Lake,FL,Passenger,1,0,1,30,31,3.23
June 30 2025,Sarpy,NE,Truck,1,0,1,19,20,5.00
August 31 2021,Champaign,IL,Passenger,1,0,1,15,16,6.25
June 30 2023,Providence,RI,Passenger,1,0,1,19,20,5.00
September 30 2020,Clallam,WA,Passenger,245,174,419,49828,50247,0.83
January 31 2023,Orange,CA,Passenger,12,4,16,460,476,3.36
January 31 2024,Rockingham,NH,Passenger,1,0,1,17,18,5.56
January 31 2025,Broward,FL,Passenger,2,0,2,50,52,3.85
September 30 2025,Platte,MO,Passenger,0,1,1,8,9,11.11
September 30 2018,Okanogan,WA,Truck,0,0,0,16496,16496,0.00
July 31 2021,Chesapeake,VA,Passenger,0,2,2,428,430,0.47
December 31 2017,Clark,WA,Passenger,851,572,1423,304135,305558,0.47
March 31 2023,Pinellas,FL,Passenger,1,0,1,78,79,1.27
February 28 2022,Sevier,AR,Passenger,0,1,1,1,2,50.00
May 31 2025,Grant,WA,Truck,53,0,53,28219,28272,0.19
February 28 2021,Monroe,IL,Passenger,1,0,1,2,3,33.33
December 31 2022,Mason,WA,Truck,6,0,6,20788,20794,0.03
March 31 2024,Bristol,MA,Passenger,1,0,1,7,8,12.50
November 30 2019,Franklin,MA,Passenger,0,1,1,2,3,33.33
February 28 2021,Baltimore,MD,Passenger,1,0,1,116,117,0.85
February 28 2022,Champaign,IL,Passenger,1,0,1,16,17,5.88
February 28 2023,Lincoln,WA,Passenger,16,17,33,7721,7754,0.43
January 31 2017,Northampton,PA,Passenger,2,0,2,257,259,0.77
September 30 2020,Sacramento,CA,Passenger,1,1,2,285,287,0.70
September 30 2024,Tooele,UT,Passenger,1,0,1,8,9,11.11
June 30 2023,Dakota,MN,Passenger,1,1,2,18,20,10.00
June 30 2022,Klickitat,WA,Truck,0,0,0,8278,8278,0.00
October 31 2025,Suffolk,VA,Passenger,1,1,2,74,76,2.63
May 31 2018,Adams,WA,Passenger,5,5,10,12586,12596,0.08
December 31 2024,Clallam,WA,Passenger,897,408,1305,48544,49849,2.62
June 30 2022,Forsyth,GA,Passenger,1,0,1,17,18,5.56
September 30 2024,Island,WA,Passenger,1618,563,2181,60106,62287,3.50
March 31 2023,Okanogan,WA,Passenger,113,58,171,26015,26186,0.65
June 30 2025,Kings,CA,Passenger,3,0,3,228,231,1.30
July 31 2019,Ferry,WA,Truck,0,0,0,3581,3581,0.00
November 30 2023,Cowlitz,WA,Truck,13,0,13,27936,27949,0.05
October 31 2025,Barnstable,MA,Passenger,1,0,1,9,10,10.00
September 30 2021,Broward,FL,Passenger,2,0,2,113,115,1.74
April 30 2019,District of Columbia,DC,Passenger,1,1,2,188,190,1.05
March 31 2022,Utah,UT,Passenger,1,0,1,138,139,0.72
August 31 2024,Cleveland,OK,Passenger,1,0,1,28,29,3.45
September 30 2018,Suffolk,MA,Passenger,0,1,1,46,47,2.13
September 30 2019,Orange,CA,Passenger,9,3,12,564,576,2.08
April 30 2022,Sedgwick,KS,Passenger,0,1,1,93,94,1.06
May 31 2022,Cowlitz,WA,Passenger,321,176,497,70557,71054,0.70
April 30 2025,Ocean,NJ,Passenger,1,0,1,15,16,6.25
December 31 2020,Washington,WI,Passenger,1,0,1,3,4,25.00
January 31 2022,Cowlitz,WA,Truck,0,1,1,28884,28885,0.00
September 30 2021,Palm Beach,FL,Passenger,1,1,2,74,76,2.63
November 30 2024,Albemarle,VA,Passenger,3,0,3,18,21,14.29
May 31 2023,Anchorage,AK,Passenger,1,0,1,129,130,0.77
August 31 2019,Davidson,TN,Passenger,1,0,1,89,90,1.11
June 30 2018,Lee,FL,Passenger,1,0,1,59,60,1.67
October 31 2017,Maui,HI,Passenger,1,0,1,70,71,1.41
June 30 2021,Frederick,MD,Passenger,1,1,2,64,66,3.03
March 31 2023,Lee,AL,Passenger,1,0,1,22,23,4.35
December 31 2021,Bristol,MA,Passenger,1,0,1,16,17,5.88
September 30 2024,Washington,OR,Passenger,4,0,4,255,259,1.54
January 31 2021,Pierce,WA,Passenger,2958,1790,4748,554571,559319,0.85
January 31 2024,Allen,IN,Passenger,1,0,1,15,16,6.25
October 31 2019,Juneau,AK,Passenger,0,2,2,35,37,5.41
April 30 2025,Benton,OR,Passenger,1,0,1,26,27,3.70
April 30 2019,Essex,MA,Passenger,1,0,1,29,30,3.33
July 31 2019,Clallam,WA,Truck,1,0,1,21808,21809,0.00
January 31 2024,Snohomish,WA,Passenger,16683,3689,20372,524946,545318,3.74
May 31 2022,Mason,WA,Passenger,301,176,477,47223,47700,1.00
January 31 2024,Tompkins,NY,Passenger,1,0,1,14,15,6.67
September 30 2024,Lake,IN,Passenger,1,0,1,5,6,16.67
April 30 2023,Alexandria,VA,Passenger,3,0,3,118,121,2.48
October 31 2019,Lincoln,OR,Passenger,1,0,1,51,52,1.92
February 29 2024,Kauai,HI,Passenger,0,1,1,18,19,5.26
January 31 2018,Hardin,KY,Passenger,0,1,1,118,119,0.84
April 30 2023,Hamilton,IN,Passenger,1,0,1,29,30,3.33
February 29 2024,Loudoun,VA,Passenger,2,1,3,63,66,4.55
March 31 2025,Marin,CA,Passenger,1,2,3,35,38,7.89
August 31 2024,Honolulu,HI,Passenger,5,1,6,311,317,1.89
February 28 2018,Twin Falls,ID,Passenger,0,1,1,26,27,3.70
August 31 2020,Pend Oreille,WA,Truck,0,0,0,5737,5737,0.00
July 31 2025,San Mateo,CA,Truck,1,0,1,4,5,20.00
December 31 2023,Wise,TX,Passenger,2,0,2,8,10,20.00
May 31 2024,Volusia,FL,Truck,1,0,1,5,6,16.67
December 31 2017,Walla Walla,WA,Passenger,29,32,61,35265,35326,0.17
January 31 2025,San Bernardino,CA,Passenger,5,1,6,338,344,1.74
December 31 2018,Snohomish,WA,Passenger,2914,1437,4351,526850,531201,0.82
March 31 2024,Harnett,NC,Passenger,4,0,4,151,155,2.58
December 31 2023,Stafford,VA,Passenger,3,0,3,79,82,3.66
September 30 2019,New London,CT,Passenger,0,1,1,235,236,0.42
August 31 2022,Denton,TX,Passenger,2,0,2,92,94,2.13
June 30 2019,Cameron,TX,Passenger,1,0,1,37,38,2.63
March 31 2025,St. Landry,LA,Passenger,1,0,1,1,2,50.00
November 30 2017,Yakima,WA,Truck,0,0,0,57900,57900,0.00
March 31 2022,Denton,TX,Passenger,2,0,2,98,100,2.00
May 31 2023,Madison,IL,Passenger,2,0,2,18,20,10.00
April 30 2022,Lincoln,WA,Passenger,7,18,25,7647,7672,0.33
May 31 2025,Philadelphia,PA,Passenger,0,1,1,41,42,2.38
March 31 2018,Garfield,WA,Passenger,1,0,1,1331,1332,0.08
August 31 2019,Mason,WA,Passenger,130,124,254,47390,47644,0.53
June 30 2023,Weber,UT,Passenger,1,0,1,39,40,2.50
April 30 2025,Whatcom,WA,Truck,184,0,184,42421,42605,0.43
July 31 2023,King,WA,Truck,780,2,782,174502,175284,0.45
August 31 2023,Snohomish,WA,Passenger,13928,3226,17154,526249,543403,3.16
December 31 2023,Marion,OR,Passenger,1,0,1,84,85,1.18
November 30 2023,Shasta,CA,Passenger,1,0,1,36,37,2.70
January 31 2021,Skagit,WA,Passenger,518,243,761,91282,92043,0.83
August 31 2022,Essex,MA,Passenger,3,0,3,21,24,12.50
August 31 2022,Yavapai,AZ,Passenger,0,1,1,37,38,2.63
September 30 2020,Kitsap,WA,Passenger,1426,712,2138,179315,181453,1.18
February 28 2025,Walla Walla,WA,Truck,26,0,26,13682,13708,0.19
June 30 2019,Clark,WA,Truck,0,0,0,80272,80272,0.00
January 31 2018,Douglas,WA,Truck,0,0,0,11784,11784,0.00
June 30 2023,Benton,WA,Passenger,1142,573,1715,135024,136739,1.25
May 31 2024,Bannock,ID,Passenger,1,0,1,8,9,11.11
June 30 2023,Shasta,CA,Passenger,1,0,1,37,38,2.63
March 31 2025,San Diego,CA,Passenger,32,13,45,1990,2035,2.21
October 31 2019,Norfolk,VA,Passenger,2,2,4,332,336,1.19
November 30 2022,Bristol,MA,Passenger,1,0,1,11,12,8.33
February 28 2021,Clark,WA,Passenger,2506,1246,3752,318519,322271,1.16
May 31 2018,Essex,MA,Passenger,1,0,1,27,28,3.57
October 31 2020,Yakima,WA,Truck,0,0,0,60653,60653,0.00
July 31 2024,Loudoun,VA,Passenger,2,1,3,61,64,4.69
March 31 2022,Washington,MD,Passenger,2,0,2,15,17,11.76
November 30 2017,Skagit,WA,Truck,1,0,1,31665,31666,0.00
March 31 2024,Goochland,VA,Passenger,3,0,3,89,92,3.26
September 30 2019,Thurston,WA,Truck,0,0,0,55467,55467,0.00
December 31 2020,Harford,MD,Passenger,0,1,1,65,66,1.52
March 31 2017,Wahkiakum,WA,Truck,0,0,0,1635,1635,0.00
July 31 2022,Cowlitz,WA,Truck,2,0,2,28433,28435,0.01
February 28 2023,Denton,TX,Passenger,2,0,2,83,85,2.35
September 30 2023,Hamilton,OH,Passenger,2,0,2,45,47,4.26
December 31 2018,Asotin,WA,Passenger,12,9,21,12716,12737,0.16
February 29 2020,Ulster,NY,Passenger,1,0,1,15,16,6.25
July 31 2020,Jefferson,IA,Passenger,1,0,1,2,3,33.33
August 31 2017,Douglas,WA,Truck,0,0,0,11569,11569,0.00
September 30 2024,Pend Oreille,WA,Truck,3,0,3,5540,5543,0.05
July 31 2021,Saginaw,MI,Passenger,1,0,1,8,9,11.11
January 31 2024,Weber,UT,Passenger,1,0,1,34,35,2.86
September 30 2020,Ferry,WA,Passenger,8,3,11,4304,4315,0.25
February 28 2025,Monmouth,NJ,Passenger,1,0,1,18,19,5.26
January 31 2020,St. Mary's,MD,Passenger,1,0,1,223,224,0.45
March 31 2024,Wake,NC,Passenger,7,1,8,108,116,6.90
June 30 2024,San Bernardino,CA,Passenger,6,1,7,343,350,2.00
October 31 2017,,,Passenger,3,0,3,440,443,0.68
January 31 2025,Douglas,WA,Truck,24,0,24,13022,13046,0.18
November 30 2018,Wahkiakum,WA,Passenger,1,1,2,2982,2984,0.07
March 31 2020,Travis,TX,Passenger,4,2,6,219,225,2.67
December 31 2017,Northampton,PA,Passenger,0,1,1,64,65,1.54
September 30 2024,Greene,OH,Passenger,1,0,1,23,24,4.17
October 31 2025,District of Columbia,DC,Passenger,4,1,5,126,131,3.82
October 31 2025,Lexington,SC,Passenger,1,0,1,16,17,5.88
August 31 2018,Ferry,WA,Truck,0,0,0,3550,3550,0.00
January 31 2021,Washington,OR,Passenger,1,0,1,467,468,0.21
May 31 2023,Pulaski,AR,Passenger,2,0,2,37,39,5.13
November 30 2020,Williamson,TX,Passenger,0,2,2,163,165,1.21
May 31 2022,Alexandria,VA,Passenger,4,0,4,121,125,3.20
December 31 2024,Bucks,PA,Passenger,1,1,2,15,17,11.76
July 31 2025,Cleveland,OK,Passenger,1,0,1,23,24,4.17
April 30 2020,Jefferson,WA,Passenger,234,143,377,24874,25251,1.49
August 31 2024,Goochland,VA,Passenger,3,0,3,65,68,4.41
December 31 2022,Cowlitz,WA,Truck,4,0,4,28302,28306,0.01
February 28 2019,Clallam,WA,Truck,0,0,0,21577,21577,0.00
October 31 2020,Palm Beach,FL,Passenger,1,2,3,83,86,3.49
August 31 2021,Mason,WA,Truck,0,0,0,21285,21285,0.00
February 28 2023,Utah,UT,Passenger,1,0,1,122,123,0.81
May 31 2017,Fulton,GA,Passenger,1,0,1,120,121,0.83
May 31 2024,Kings,NY,Passenger,2,0,2,51,53,3.77
April 30 2025,Worcester,MA,Passenger,1,0,1,17,18,5.56
May 31 2023,Middlesex,CT,Passenger,1,0,1,10,11,9.09
February 29 2020,Jefferson,IA,Passenger,1,0,1,3,4,25.00
May 31 2021,San Joaquin,CA,Passenger,1,0,1,129,130,0.77
March 31 2024,Wahkiakum,WA,Truck,4,0,4,1754,1758,0.23
